Ranking,Game_Name,Platform,Release_Year,Genre,Publisher,North_America_Sales,Europe_Sales,Japan_Sales,Other_Regions_Sales,Total_Global_Sales,Year_int
15023,bomberman story ds,DS,2007-01-01,Role-Playing,Rising Star Games,0.0,0.0,0.02,0.0,0.02,2007.0
15024,penguins of madagascar,Wii,2014-01-01,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02,2014.0
15025,clannad: mitsumi mamoru sakamichi de - joukan,PSP,2010-01-01,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,2010.0
15026,brothers in arms: hell's highway,PC,2008-01-01,Shooter,Ubisoft,0.0,0.02,0.0,0.0,0.02,2008.0
15027,are you alice?,PSP,2011-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,2011.0
15028,future tactics: the uprising,GC,2004-01-01,Strategy,JoWood Productions,0.02,0.0,0.0,0.0,0.02,2004.0
15029,stronghold crusader extreme,PC,2008-01-01,Strategy,Gamecock,0.0,0.02,0.0,0.0,0.02,2008.0
15030,kensei: sacred fist,PS,1997-01-01,Fighting,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,1997.0
15031,backyard nfl football,DS,2007-01-01,Sports,Atari,0.02,0.0,0.0,0.0,0.02,2007.0
15032,okashi na shima no peter pan: sweet never land,PSP,2011-01-01,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02,2011.0
15033,urakata hakuoki,PSP,2013-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,2013.0
15034,cities xl 2011,PC,2010-01-01,Simulation,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,2010.0
15035,kung fu panda,PC,2008-01-01,Action,Activision,0.0,0.02,0.0,0.0,0.02,2008.0
15036,gift: prism,PS2,2006-01-01,Adventure,Sweets,0.0,0.0,0.02,0.0,0.02,2006.0
15037,pdc world championship darts: pro tour,X360,2010-01-01,Sports,O-Games,0.0,0.02,0.0,0.0,0.02,2010.0
15038,shanghai: true valor,PS,1998-01-01,Puzzle,Activision,0.01,0.01,0.0,0.0,0.02,1998.0
15039,tokyo xanadu ex+,PS4,2016-01-01,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.02,0.0,0.02,2016.0
15040,major dream: major ds dream baseball,DS,2008-01-01,Sports,Takara Tomy,0.0,0.0,0.02,0.0,0.02,2008.0
15041,steins;gate: senkei kousoku no phonogram,X360,2013-01-01,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,2013.0
15042,thunderbirds,GBA,2004-01-01,Shooter,Vivendi Games,0.02,0.01,0.0,0.0,0.02,2004.0
15043,winning post 8 2015,PSV,2015-01-01,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,2015.0
15044,vitamin z revolution,PSP,2010-01-01,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,2010.0
15045,aria: the origination ~aoi wakusei no el cielo~,PS2,2008-01-01,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,2008.0
15046,inkheart,DS,2009-01-01,Adventure,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02,2009.0
15047,street fighter x tekken,PC,2012-01-01,Fighting,Capcom,0.0,0.02,0.0,0.0,0.02,2012.0
15048,lunatic dawn tempest,PS2,2001-01-01,Role-Playing,ArtDink,0.0,0.0,0.02,0.0,0.02,2001.0
15049,ceville,PC,2009-01-01,Action,Kalypso Media,0.0,0.02,0.0,0.0,0.02,2009.0
15050,strike witches: shirogane no tsubasa,PSP,2012-01-01,Strategy,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,2012.0
15051,total immersion racing,XB,2002-01-01,Racing,Empire Interactive,0.02,0.01,0.0,0.0,0.02,2002.0
15052,totally spies! 2: undercover,DS,2006-01-01,Action,Atari,0.01,0.01,0.0,0.0,0.02,2006.0
15053,luxor: the wrath of set,PSP,2006-01-01,Puzzle,Mumbo Jumbo,0.02,0.0,0.0,0.0,0.02,2006.0
15054,natalie brooks: mystery at hillcrest high,DS,2012-01-01,Action,Licensed 4U,0.0,0.02,0.0,0.0,0.02,2012.0
15055,nascar heat evolution,XOne,2016-01-01,Racing,Dusenberry Martin Racing,0.02,0.0,0.0,0.0,0.02,2016.0
15056,board game: top shop,PS,1999-01-01,Misc,Success,0.01,0.01,0.0,0.0,0.02,1999.0
15057,nana: live staff daiboshuu! shoshinsha kangei,DS,2007-01-01,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,2007.0
15058,castlevania: lords of shadow - reverie,X360,2011-01-01,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,2011.0
15059,xia-xia,DS,2012-01-01,Platform,,0.0,0.02,0.0,0.0,0.02,2012.0
15060,cocoto magic circus,Wii,2008-01-01,Shooter,Neko Entertainment,0.02,0.0,0.0,0.0,0.02,2008.0
15061,zero no tsukaima: shou-akuma to harukaze no concerto,PS2,2007-01-01,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,2007.0
15062,dunamis 15,PS3,2011-01-01,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,2011.0
15063,demikids: dark version,GBA,2002-01-01,Role-Playing,Atlus,0.02,0.01,0.0,0.0,0.02,2002.0
15064,mage knight: destiny's soldier,DS,2006-01-01,Strategy,Namco Bandai Games,0.02,0.0,0.0,0.0,0.02,2006.0
15065,gt legends,PC,2005-01-01,Racing,Atari,0.0,0.02,0.0,0.0,0.02,2005.0
15066,blender bros.,GBA,2002-01-01,Platform,Unknown,0.02,0.01,0.0,0.0,0.02,2002.0
15067,suzumiya haruhi no heiretsu,Wii,2009-01-01,Adventure,Sega,0.0,0.0,0.02,0.0,0.02,2009.0
15068,f1 race stars,PC,2012-01-01,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,2012.0
15069,demikids: light version,GBA,2002-01-01,Role-Playing,Atlus,0.02,0.01,0.0,0.0,0.02,2002.0
15070,nanatsuiro * drops pure!!,PS2,2007-01-01,Adventure,Media Works,0.0,0.0,0.02,0.0,0.02,2007.0
15071,pe-jongju to manabu kankokugo ds: test-hen,DS,2010-01-01,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,2010.0
15072,escape the emerald star,PC,2011-01-01,Puzzle,PopCap Games,0.02,0.0,0.0,0.0,0.02,2011.0
15073,la corda d'oro 4,PSV,2016-01-01,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,2016.0
15074,thomas and friends: steaming around sodor,3DS,2015-01-01,Action,Avanquest Software,0.0,0.02,0.0,0.0,0.02,2015.0
15075,titanic mystery,Wii,2010-01-01,Puzzle,O-Games,0.02,0.0,0.0,0.0,0.02,2010.0
15076,falcon 4.0: allied force,PC,2005-01-01,Simulation,Graphsim Entertainment,0.0,0.02,0.0,0.0,0.02,2005.0
15077,bottom of the 9th '97,PS,1997-01-01,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,1997.0
15078,shaman king: chou senjiryokketsu 3,GBA,2002-01-01,Role-Playing,King Records,0.0,0.0,0.02,0.0,0.02,2002.0
15079,ride,X360,2015-01-01,Racing,Milestone S.r.l.,0.0,0.02,0.0,0.0,0.02,2015.0
15080,line rider 2: unbound,Wii,2008-01-01,Puzzle,Deep Silver,0.02,0.0,0.0,0.0,0.02,2008.0
15081,hatsukare * renai debut sengen!,PSP,2013-01-01,Adventure,FuRyu,0.0,0.0,0.02,0.0,0.02,2013.0
15082,treasure chase,DS,2011-01-01,Puzzle,Storm City Games,0.02,0.0,0.0,0.0,0.02,2011.0
15083,unreal anthology,PC,2006-01-01,Shooter,Midway Games,0.0,0.02,0.0,0.0,0.02,2006.0
15084,x3: terran war pack,PC,2012-01-01,Misc,Deep Silver,0.0,0.02,0.0,0.0,0.02,2012.0
15085,prison architect,PS4,2016-01-01,Action,Introversion Software,0.01,0.01,0.0,0.0,0.02,2016.0
15086,g1 jockey wii,Wii,2007-01-01,Sports,Tecmo Koei,0.0,0.01,0.02,0.0,0.02,2007.0
15087,kingdom: ikkitousen no ken,PSP,2010-01-01,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,2010.0
15088,wrestle kingdom 2: pro wrestling sekai taisen,PS2,2007-01-01,Fighting,Yuke's,0.0,0.0,0.02,0.0,0.02,2007.0
15089,rugby league live 3,PS4,2015-01-01,Action,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02,2015.0
15090,tom clancy's endwar,PC,2009-01-01,Strategy,Ubisoft,0.0,0.02,0.0,0.0,0.02,2009.0
15091,raycrisis: series termination,PS,1999-01-01,Shooter,JVC,0.01,0.01,0.0,0.0,0.02,1999.0
15092,left 4 dead,PC,2008-01-01,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02,2008.0
15093,bejeweled 2 deluxe,PC,2006-01-01,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,2006.0
15094,ikki tousen: shining dragon,PS2,2007-01-01,Role-Playing,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,2007.0
15095,kimi ga aruji de shitsuji ga ore de: oshie nikki,PS2,2008-01-01,Adventure,Minato Station,0.0,0.0,0.02,0.0,0.02,2008.0
15096,toxic grind,XB,2002-01-01,Sports,THQ,0.02,0.0,0.0,0.0,0.02,2002.0
15097,dirt,PC,2007-01-01,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,2007.0
15098,kawasaki jet ski,Wii,2008-01-01,Racing,Metro 3D,0.02,0.0,0.0,0.0,0.02,2008.0
15099,genkai tokki: seven pirates,PSV,2016-01-01,Role-Playing,Compile Heart,0.0,0.0,0.02,0.0,0.02,2016.0
15100,enchanted arms (jp sales),X360,2006-01-01,Role-Playing,Ubisoft,0.0,0.0,0.02,0.0,0.02,2006.0
15101,scrapland,XB,2005-01-01,Action,Deep Silver,0.02,0.0,0.0,0.0,0.02,2005.0
15102,daito giken koushiki pachi-slot simulator: hihouden - fuujirareta megami portable,PSP,2011-01-01,Misc,Paon,0.0,0.0,0.02,0.0,0.02,2011.0
15103,geten no hana,PSP,2013-01-01,Misc,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,2013.0
15104,crazy machines,Wii,2010-01-01,Puzzle,DTP Entertainment,0.01,0.01,0.0,0.0,0.02,2010.0
15105,harukanaru toki no naka de 3 with izayoiki aizouban,PSP,2009-01-01,Adventure,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,2009.0
15106,blade arcus from shining ex,PS3,2015-01-01,Fighting,Sega,0.0,0.0,0.02,0.0,0.02,2015.0
15107,brave: the video game,Wii,2012-01-01,Action,Disney Interactive Studios,0.0,0.02,0.0,0.0,0.02,2012.0
15108,frontlines: fuel of war,PC,2008-01-01,Shooter,THQ,0.0,0.02,0.0,0.0,0.02,2008.0
15109,d.gray-man: sousha no shikaku,PS2,2008-01-01,Adventure,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,2008.0
15110,indianapolis 500 evolution,X360,2009-01-01,Racing,Zushi Games,0.02,0.0,0.0,0.0,0.02,2009.0
15111,ookami to koushinryou: omiowataru kaze,DS,2009-01-01,Adventure,ASCII Media Works,0.0,0.0,0.02,0.0,0.02,2009.0
15112,grey's anatomy: the video game,PC,2009-01-01,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02,2009.0
15113,school days lxh,PS2,2008-01-01,Adventure,Interchannel,0.0,0.0,0.02,0.0,0.02,2008.0
15114,neo angelique,PS2,2006-01-01,Adventure,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,2006.0
15115,big idea's veggietales: larryboy and the bad apple,PS2,2006-01-01,Action,Crave Entertainment,0.01,0.01,0.0,0.0,0.02,2006.0
15116,namco museum battle collection (jp sales),PSP,2005-01-01,Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,2005.0
15117,chaos;head noah,PSP,2010-01-01,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,2010.0
15118,brandish: the dark revenant,PSP,2009-01-01,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02,2009.0
15119,summon night: swordcraft story,GBA,2003-01-01,Role-Playing,Banpresto,0.02,0.01,0.0,0.0,0.02,2003.0
15120,samurai shodown v,XB,2006-01-01,Fighting,Ignition Entertainment,0.02,0.0,0.0,0.0,0.02,2006.0
15121,pro fishing challenge,XB,2004-01-01,Sports,Atlus,0.02,0.0,0.0,0.0,0.02,2004.0
15122,minna no chizu 2,PSP,2007-01-01,Misc,Zenrin,0.0,0.0,0.02,0.0,0.02,2007.0
15123,franklin's great adventures,DS,2006-01-01,Action,Game Factory,0.02,0.0,0.0,0.0,0.02,2006.0
15124,test drive unlimited,PC,2007-01-01,Racing,Atari,0.0,0.02,0.0,0.0,0.02,2007.0
15125,saw,PC,2009-01-01,Action,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.02,2009.0
15126,princess saver! eternal love for my lady,PS2,2010-01-01,Adventure,Comfort,0.0,0.0,0.02,0.0,0.02,2010.0
15127,to love-ru trouble: darkness - true princess,PSV,2015-01-01,Action,FuRyu,0.0,0.0,0.02,0.0,0.02,2015.0
15128,tokyo mew mew,PS,2002-01-01,Role-Playing,Takara,0.0,0.0,0.02,0.0,0.02,2002.0
15129,jitsumei jikkyou keiba dream classic 2002,PS2,2002-01-01,Sports,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,2002.0
15130,ice age: dawn of the dinosaurs,PC,2009-01-01,Action,Activision,0.02,0.0,0.0,0.0,0.02,2009.0
15131,interactive storybook ds series 3,DS,2007-01-01,Misc,Tommo,0.02,0.0,0.0,0.0,0.02,2007.0
15132,moujuutsukai to oujisama: snow bride portable,PSP,2012-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,2012.0
15133,twinkle * crusaders gogo!,PSP,2010-01-01,Adventure,ASCII Media Works,0.0,0.0,0.02,0.0,0.02,2010.0
15134,serious sam hd: gold edition,PC,2010-01-01,Shooter,Devolver Digital,0.0,0.02,0.0,0.0,0.02,2010.0
15135,rule of rose,PS2,2006-01-01,Action,505 Games,0.01,0.01,0.0,0.0,0.02,2006.0
15136,redcard 20-03,GC,2002-01-01,Sports,Midway Games,0.02,0.0,0.0,0.0,0.02,2002.0
15137,homeworld,PC,1998-01-01,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02,1998.0
15138,freestyle metal x,XB,2003-01-01,Racing,Midway Games,0.02,0.0,0.0,0.0,0.02,2003.0
15139,shonen jump's one piece: grand adventure,PS2,2005-01-01,Fighting,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,2005.0
15140,pac-man world rally,PS2,2006-01-01,Racing,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,2006.0
15141,plants vs. zombies: garden warfare,PC,2014-01-01,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02,2014.0
15142,max payne,PC,2001-01-01,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02,2001.0
15143,uta kumi 575,PSV,2014-01-01,Misc,Sega,0.0,0.0,0.02,0.0,0.02,2014.0
15144,invizimals: the lost kingdom,PS3,2013-01-01,Action,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.02,2013.0
15145,428: fuusa sareta shibuya de,PS3,2009-01-01,Adventure,Spike,0.0,0.0,0.02,0.0,0.02,2009.0
15146,il-2 sturmovik: forgotten battles,PC,2003-01-01,Simulation,Ubisoft,0.0,0.02,0.0,0.0,0.02,2003.0
15147,overlord,PC,2007-01-01,Strategy,Codemasters,0.0,0.02,0.0,0.0,0.02,2007.0
15148,sacred 3,PC,2014-01-01,Role-Playing,Deep Silver,0.0,0.02,0.0,0.0,0.02,2014.0
15149,the professor's brain trainer: logic,DS,2005-01-01,Puzzle,505 Games,0.02,0.0,0.0,0.0,0.02,2005.0
15150,fritz chess,Wii,2009-01-01,Strategy,Deep Silver,0.02,0.01,0.0,0.0,0.02,2009.0
15151,hisshou pachinko * pachi-slot kouryaku series portable vol. 2: cr evangelion - hajimari no fukuin,PSP,2010-01-01,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,2010.0
15152,nfl blitz pro,GC,2003-01-01,Sports,Midway Games,0.02,0.0,0.0,0.0,0.02,2003.0
15153,rocket league,PC,2016-01-01,Sports,505 Games,0.01,0.01,0.0,0.0,0.02,2016.0
15154,balls of fury,Wii,2007-01-01,Sports,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02,2007.0
15155,18 wheels of steel: extreme trucker,PC,2009-01-01,Racing,Rondomedia,0.0,0.02,0.0,0.0,0.02,2009.0
15156,rugby world cup 2015,XOne,2015-01-01,Sports,Ubisoft,0.0,0.02,0.0,0.0,0.02,2015.0
15157,winning post 8 2015,PS3,2015-01-01,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,2015.0
15158,veggy world,DS,2011-01-01,Shooter,Jack of All Games,0.02,0.0,0.0,0.0,0.02,2011.0
15159,commandos: strike force,XB,2006-01-01,Shooter,Eidos Interactive,0.02,0.0,0.0,0.0,0.02,2006.0
15160,ukiyo no roushi,PSV,2015-01-01,Action,Unknown,0.0,0.0,0.02,0.0,0.02,2015.0
15161,sbk: snowboard kids,DS,2005-01-01,Sports,Rising Star Games,0.02,0.0,0.0,0.0,0.02,2005.0
15162,warriors of the lost empire (jp sales),PSP,2007-01-01,Role-Playing,Mercury Games,0.0,0.0,0.02,0.0,0.02,2007.0
15163,jojo's bizarre adventure,PS,1999-01-01,Fighting,Virgin Interactive,0.01,0.01,0.0,0.0,0.02,1999.0
15164,lode runner,DS,2006-01-01,Puzzle,Hudson Entertainment,0.0,0.0,0.02,0.0,0.02,2006.0
15165,zathura,XB,2005-01-01,Adventure,Take-Two Interactive,0.02,0.0,0.0,0.0,0.02,2005.0
15166,cities in motion collection,PC,2011-01-01,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02,2011.0
15167,evolution snowboarding,PS2,2002-01-01,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,2002.0
15168,jissen pachinko hisshouhou! cr sakura taisen,PS2,2007-01-01,Misc,Sega,0.0,0.0,0.02,0.0,0.02,2007.0
15169,aegis of earth: protonovus assault,PS4,2016-01-01,Action,PQube,0.02,0.0,0.0,0.0,0.02,2016.0
15170,freedom wings,DS,2006-01-01,Simulation,Natsume,0.02,0.0,0.0,0.0,0.02,2006.0
15171,super nazo puyo tsuu: ruruu no tetsuwan hanjyouki,SNES,1996-01-01,Puzzle,Compile,0.0,0.0,0.02,0.0,0.02,1996.0
15172,zillions of enemy x: zetsukai no crusade,PS3,2013-01-01,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,2013.0
15173,dream chronicles,DS,2010-01-01,Adventure,Zoo Games,0.02,0.0,0.0,0.0,0.02,2010.0
15174,kung fu panda: showdown of legendary legends,PS3,2015-01-01,Action,Little Orbit,0.0,0.02,0.0,0.0,0.02,2015.0
15175,the settlers iv,PC,2001-01-01,Strategy,Blue Byte,0.0,0.02,0.0,0.0,0.02,2001.0
15176,happiness! de-lucks,PS2,2007-01-01,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,2007.0
15177,mount & blade,PC,2008-01-01,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,2008.0
15178,doki majo plus,DS,2009-01-01,Adventure,SNK Playmore,0.0,0.0,0.02,0.0,0.02,2009.0
15179,eureka seven vol. 2: the new vision,PS2,2006-01-01,Shooter,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,2006.0
15180,love once: mermaid's tears,PS3,2011-01-01,Adventure,Unknown,0.0,0.0,0.02,0.0,0.02,2011.0
15181,puzzle challenge: crosswords and more!,PS2,2006-01-01,Puzzle,Crave Entertainment,0.01,0.01,0.0,0.0,0.02,2006.0
15182,mata hari: betrayal is only a kiss away,PC,2008-01-01,Adventure,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,2008.0
15183,"simple 2500 series portable!! vol. 12: the hohei 2: senyuu yo, sakini ike",PSP,2009-01-01,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,2009.0
15184,muppets party cruise,GC,2003-01-01,Misc,TDK Mediactive,0.02,0.0,0.0,0.0,0.02,2003.0
15185,quake 4,PC,2005-01-01,Shooter,Activision,0.0,0.02,0.0,0.0,0.02,2005.0
15186,maximum capacity: hotel giant,PC,2002-01-01,Strategy,JoWood Productions,0.0,0.02,0.0,0.0,0.02,2002.0
15187,sengoku otome: legend battle,PSV,2016-01-01,Action,Unknown,0.0,0.0,0.02,0.0,0.02,2016.0
15188,shippuu mahou daisakusen: kingdom-grandprix,SAT,1996-01-01,Shooter,Gaga,0.0,0.0,0.02,0.0,0.02,1996.0
15189,yamasa digi portable: matsuri no tatsujin - win-chan no natsumatsuri,PSP,2006-01-01,Misc,Yamasa Entertainment,0.0,0.0,0.02,0.0,0.02,2006.0
15190,quiz present variety q-sama!! ds: pressure study x atama gai kunaru drill sp,DS,2011-01-01,Misc,Plenty,0.0,0.0,0.02,0.0,0.02,2011.0
15191,fritz chess,DS,2009-01-01,Strategy,Deep Silver,0.02,0.0,0.0,0.0,0.02,2009.0
15192,heart no kuni no alice anniversary ver.: wonderful wonder world,PSP,2011-01-01,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02,2011.0
15193,fuel,PC,2009-01-01,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,2009.0
15194,serious sam: next encounter,GC,2004-01-01,Shooter,Global Star,0.02,0.0,0.0,0.0,0.02,2004.0
15195,pachipara 15: super umi monogatari in okinawa 2,PS3,2010-01-01,Misc,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02,2010.0
15196,motto! sonicomi,PS3,2014-01-01,Simulation,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,2014.0
15197,let's play flight attendant,DS,2010-01-01,Simulation,Deep Silver,0.02,0.0,0.0,0.0,0.02,2010.0
15198,akai ito ds,DS,2008-01-01,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,2008.0
15199,knight's apprentice: memorick's adventures,XB,2004-01-01,Action,Microids,0.02,0.0,0.0,0.0,0.02,2004.0
15200,saint,Wii,,Shooter,Unknown,0.02,0.0,0.0,0.0,0.02,
15201,darksiders,PS3,2010-01-01,Action,THQ,0.01,0.01,0.0,0.0,0.02,2010.0
15202,natsuiro no sunadokei,PS2,2002-01-01,Adventure,Princess Soft,0.0,0.0,0.02,0.0,0.02,2002.0
15203,indigo prophecy,PC,2005-01-01,Adventure,Atari,0.0,0.02,0.0,0.0,0.02,2005.0
15204,jissen pachi-slot hisshouhou! mister magic neo,PS2,2007-01-01,Misc,Sega,0.0,0.0,0.02,0.0,0.02,2007.0
15205,tale of a hero,PC,2010-01-01,Adventure,Daedalic,0.0,0.02,0.0,0.01,0.02,2010.0
15206,valentino rossi: the game,XOne,2016-01-01,Racing,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02,2016.0
15207,turbo: super stunt squad,PS3,2013-01-01,Sports,D3Publisher,0.0,0.02,0.0,0.0,0.02,2013.0
15208,fifa soccer 09,PC,2008-01-01,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02,2008.0
15209,the lord of the rings: the battle for middle-earth ii,PC,2006-01-01,Strategy,Electronic Arts,0.01,0.01,0.0,0.0,0.02,2006.0
15210,ballblazer champions,PS,1997-01-01,Sports,CTO SpA,0.01,0.01,0.0,0.0,0.02,1997.0
15211,steal princess,DS,,Platform,Unknown,0.02,0.0,0.0,0.0,0.02,
15212,so blonde,PC,2008-01-01,Adventure,Eidos Interactive,0.0,0.02,0.0,0.0,0.02,2008.0
15213,winter sports 2011,X360,2011-01-01,Sports,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,2011.0
15214,koisuru otome to shugo no tate: the shield of aigis,PS2,2008-01-01,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,2008.0
15215,disney's meet the robinsons,DS,2007-01-01,Action,Disney Interactive Studios,0.02,0.0,0.0,0.0,0.02,2007.0
15216,casper's scare school: classroom capers,DS,2008-01-01,Adventure,Blast! Entertainment Ltd,0.02,0.0,0.0,0.0,0.02,2008.0
15217,moujuutsukai to oujisama portable,PSP,2011-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,2011.0
15218,galaxy angel ii: eigou kaiki no koku,PS2,2009-01-01,Strategy,Broccoli,0.0,0.0,0.02,0.0,0.02,2009.0
15219,genroh,PSP,2012-01-01,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,2012.0
15220,otome wa oanesama boku ni koi shiteru portable,PSP,2010-01-01,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,2010.0
15221,iron phoenix,XB,2005-01-01,Fighting,Sega,0.02,0.0,0.0,0.0,0.02,2005.0
15222,legend: hand of god,PC,2007-01-01,Role-Playing,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,2007.0
15223,geon cube,Wii,2009-01-01,Puzzle,P2 Games,0.02,0.0,0.0,0.0,0.02,2009.0
15224,tennis no oji-sama: driving smash! side king,DS,2008-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,2008.0
15225,kuon,PS2,2004-01-01,Adventure,Indie Games,0.01,0.01,0.0,0.0,0.02,2004.0
15226,kannou mukashi banashi portable,PSP,2012-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,2012.0
15227,umineko no naku koro ni: majo to suiri no rinbukyoku,PS3,2010-01-01,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,2010.0
15228,diabolik lovers: more blood,PSV,2015-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,2015.0
15229,triple crown championship snowboarding,Wii,2010-01-01,Sports,Destineer,0.02,0.0,0.0,0.0,0.02,2010.0
15230,unchainblades exxiv,3DS,2012-01-01,Role-Playing,FuRyu,0.0,0.0,0.02,0.0,0.02,2012.0
15231,the fast and the furious,PSP,2007-01-01,Racing,Deep Silver,0.02,0.0,0.0,0.0,0.02,2007.0
15232,fallout trilogy,PC,2004-01-01,Role-Playing,Ubisoft,0.0,0.02,0.0,0.0,0.02,2004.0
15233,carmen sandiego: the secret of the stolen drums,GC,2004-01-01,Action,BAM! Entertainment,0.02,0.0,0.0,0.0,0.02,2004.0
15234,the sims: complete collection,PC,2005-01-01,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.02,2005.0
15235,command & conquer 3: deluxe edition,PC,2008-01-01,Strategy,Electronic Arts,0.0,0.02,0.0,0.0,0.02,2008.0
15236,dance! it's your stage,PS3,2011-01-01,Misc,DTP Entertainment,0.0,0.02,0.0,0.01,0.02,2011.0
15237,sacred gold,PC,2005-01-01,Role-Playing,Encore,0.0,0.02,0.0,0.0,0.02,2005.0
15238,dies irae: amantes amentes,PSP,2012-01-01,Action,Views,0.0,0.0,0.02,0.0,0.02,2012.0
15239,puyo puyo! 15th anniversary,PSP,2007-01-01,Puzzle,Sega,0.0,0.0,0.02,0.0,0.02,2007.0
15240,mind over matter,DS,2010-01-01,Puzzle,505 Games,0.02,0.0,0.0,0.0,0.02,2010.0
15241,the idolmaster: gravure for you! vol.9,PS3,2012-01-01,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,2012.0
15242,discovery kids: snake safari,DS,2009-01-01,Simulation,505 Games,0.02,0.0,0.0,0.0,0.02,2009.0
15243,ryu-koku,PS2,2006-01-01,Adventure,KID,0.0,0.0,0.02,0.0,0.02,2006.0
15244,maji de manabu: lec de ukaru - ds hishou boki 3-kyuu,DS,2008-01-01,Misc,Square Enix,0.0,0.0,0.02,0.0,0.02,2008.0
15245,group s challenge,XB,2003-01-01,Racing,Capcom,0.02,0.0,0.0,0.0,0.02,2003.0
